title,content,date,source,lang,url,title_translated,content_translated
"Climatech que usa IA para detectar incêndios florestais capta R$ 18,7 milhões com investidores","<p id="""">“A jornada é árdua, mas quando se tem propósito e, principalmente, uma equipe dedicada e competente as coisas acontecem”, postou Rogerio Cavalcante, no final de março, em sua conta no LinkedIn. Trata-se do CEO da umgrauemeio (1,5°C), climatech que usa inteligência artificial (IA) para detectar incêndios florestais. O que motivou a postagem? A rodada de investimentos que injetou R$18,7 milhões no caixa da startup. “Como budista que sou, acredito na força do karma — neste caso, o bom karma de ter encontrado pessoas do bem e extremamente capacitadas que fazem parte de nosso time”, registrou Cavalcante no mesmo post.</p><p id="""">A rodada foi liderada pela Baraúna Investimentos, que desembolsou R$ 9 milhões. Já a IndicatorCapital aportou R$ 7 milhões. Os valores que saíram do caixa da The Yield Lab Latam e da Rural Ventures não foram informados.<br><br><a href=""https://exame.com/negocios/climatech-que-usa-ia-para-detectar-incendios-florestais-capta-r-187-milhoes-com-investidores/"">Read-&gt;</a></p>",2024-4-3,Exame,pt,https://exame.com/negocios/climatech-que-usa-ia-para-detectar-incendios-florestais-capta-r-187-milhoes-com-investidores/,Climatech that uses AI to detect forest fires raises R$18.7 million from investors,"<p id="""">“The journey is arduous, but when you have purpose and, above all, a dedicated and competent team, things happen”, posted Rogerio Cavalcante, at the end of March, on his LinkedIn account. This is the CEO of umgrauemeio (1.5°C), a climatetech that uses artificial intelligence (AI) to detect forest fires. What prompted the post? The investment round that injected R$18.7 million into the startup’s cash. “As a Buddhist, I believe in the power of karma — in this case, the good karma of having found good and extremely capable people who are part of our team”, Cavalcante recorded in the same post.</p><p id="" "">The round was led by Baraúna Investimentos, which disbursed R$9 million. IndicatorCapital contributed R$7 million. The amounts that came out of the cash of The Yield Lab Latam and Rural Ventures were not reported.<br><br><a href=""https://exame.com/negocios/climatech-que-usa-ia-para- detect-forest-fires-captures-r-187-millions-with-investors/"">Read-&gt;</a></p>"
CTA Smart: startup de gestão de combustíveis conquista Indicator Capital e Marcopolo,"<h3 id="""">  <strong id="""">Empresa gaúcha, fundada em 2012, recebeu um cheque de R$ 5,5 milhões em rodada liderada pela Indicator Capital com participação da fabricante de ônibus</strong></h3><p id="""">Sem nenhum investidor nos quase dez anos de operação, a startup gaúcha CTA Smart conseguiu construir um negócio de tecnologia que atende mais de 800 empresas no Brasil e nos Estados Unidos. Seu modelo de negócio não é ""sexy"", mas facilita a vida das empresas que administram frotas: a startup automatiza os sistemas internos de abastecimento de combustível das companhias clientes. Hoje, o negócio ajuda a controlar mais de 2.000 bombas, que transacionam mais de 1 bilhão de litros por ano.</p><p id="""">Para poder investir em tecnologia e colocar o pé no acelerador na internacionalização, a startup captou uma rodada de investimento de R$ 5,5 milhões liderada pela Indicator Capital e com participação da fabricante de ônibus Marcopolo, via seu braço de corporate venture capital, a MarcoZero. Se a empresa crescer na velocidade esperada pelos investidores, a rodada pode chegar a R$ 19 milhões nos próximos 18 meses.</p><p id="""">""A CTA Smart tem grande alinhamento com nossa tese de investir em empresas de Internet das Coisas (IoT, na sigla em inglês). Com sua solução, a empresa traz ganhos de eficiência expressivos para os clientes e coleta dados que podem gerar novos insights para os negócios. É uma tecnologia 100% brasileira e que tem a oportunidade de ser expandida internacionalmente"", diz Fábio Iunis de Paula, cofundador da Indicator Capital.</p><p id=""""><a href=""https://exame.com/exame-in/cta-smart-startup-de-gestao-de-combustiveis-conquista-marcopolo/"" id="""">Continue Lendo</a></p>",2021-10-5,Exame,pt,https://exame.com/exame-in/cta-smart-startup-de-gestao-de-combustiveis-conquista-marcopolo/,CTA Smart: fuel management startup wins Indicator Capital and Marcopolo,"<h3 id=""""> <strong id="""">Company from Rio Grande do Sul, founded in 2012, received a check for R$5.5 million in a round led by Indicator Capital with participation from the bus manufacturer</strong></h3 ><p id="""">Without any investor in almost ten years of operation, the startup from Rio Grande do Sul CTA Smart managed to build a technology business that serves more than 800 companies in Brazil and the United States. Its business model is not ""sexy"", but it makes life easier for companies that manage fleets: the startup automates the internal fuel supply systems of client companies. Today, the business helps control more than 2,000 pumps, which transact more than 1 billion liters per year.</p><p id="""">In order to invest in technology and put its foot on the accelerator in internationalization, the startup raised an investment round of R$5.5 million led by Indicator Capital and with participation from bus manufacturer Marcopolo, via its corporate venture capital arm, MarcoZero. If the company grows at the speed expected by investors, the round could reach R$19 million in the next 18 months.</p><p id="""">""CTA Smart is closely aligned with our thesis of investing in companies Internet of Things (IoT). With its solution, the company brings significant efficiency gains to customers and collects data that can generate new insights for businesses. be expanded internationally"", says Fábio Iunis de Paula, co-founder of Indicator Capital.</p><p id=""""><a href=""https://exame.com/exame-in/cta-smart-startup- de-gestao-de-combustiveis-conquista-marcopolo/"" id="""">Continue Reading</a></p>"
"""Gostamos de startups com margem bruta acima de 60% como a fintecch iugu"", diz Thomas Bittar, da Indicator","<p id="""">  <strong id="""">“Gostamos de startups com margem bruta acima de 60% como a fintech iugu”, diz Thomas Bittar, da Indicator</strong></p><p id="""">Quer uma aula de como investir de forma sustentável em startups – fintechs incluídas? Nesta entrevista ao canal no Youtube do portal Fintechs Brasil, Thomas Bittar, cofundador e general partner da gestora Indicator Capital, revela como aplicou as lições aprendidas em sua carreira em bancos de investimento ao mundo do venture capital. Focada em deep tech, a Indicator já investiu em 20 startups, entre elas as fintechs IOOU – vendida para o LetsBank em 2021 – e iugu.</p><p id=""""><em id="""">“A missão da Indicator é promover a convergência entre o sonho do empreendedor e o retorno financeiro para o investidor”.</em></p><p id="""">Uma das características em comum entre as investidas da Indicator é entregar margem bruta acima de 60%. “A gente gosta de founders que têm essa característica, sobreviver com geração própria de caixa. A gente tem essa disciplina, esse cacoete: observar se a startup está pronta para virar a chavinha e dar o breakeven, fazer a tal da aterrisagem forçada se for preciso”. </p><p id="""">(Por: Lea de Luca)</p><p id=""""><a href=""https://fintechsbrasil.com.br/reportagem-exclusiva-fintechs/gostamos-de-startups-com-margem-bruta-acima-de-60-como-a-fintech-iugu-diz-thomas-bittar-da-indicator-aperte-o-play/"" id="""">Read -&gt;</a></p>",2023-9-25,Fintechs Brasil,pt,https://fintechsbrasil.com.br/reportagem-exclusiva-fintechs/gostamos-de-startups-com-margem-bruta-acima-de-60-como-a-fintech-iugu-diz-thomas-bittar-da-indicator-aperte-o-play/,"""We like startups with a gross margin above 60% like fintecch iugu"", says Thomas Bittar, from Indicator","<p id=""""> <strong id="""">“We like startups with a gross margin above 60% like fintech iugu”, says Thomas Bittar, from Indicator</strong></p><p id="" "">Do you want a lesson on how to invest sustainably in startups – fintechs included? In this interview on the YouTube channel of the Fintechs Brasil portal, Thomas Bittar, co-founder and general partner of the Indicator Capital management company, reveals how he applied the lessons learned in his career in investment banks to the world of venture capital. Focused on deep tech, Indicator has already invested in 20 startups, including the fintechs IOOU – sold to LetsBank in 2021 – and iugu.</p><p id=""""><em id="""">“The mission of Indicator is to promote convergence between the entrepreneur's dream and the financial return for the investor.”</em></p><p id="""">One ​​of the common characteristics between Indicator's investees is delivering a gross margin above of 60%. “We like founders who have this characteristic, surviving with their own cash generation. We have this discipline, this trick: observing whether the startup is ready to turn the corner and achieve breakeven, do the forced landing if necessary”. </p><p id="""">(By: Lea de Luca)</p><p id=""""><a href=""https://fintechsbrasil.com.br/reportagem-exclusiva-fintechs/ we-like-startups-with-gross-margin-above-60-as-fintech-iugu-diz-thomas-bittar-da-indicator-aperte-o-play/"" id="""">Read - &gt;</a></p>"
"IA desafia fundos brasileiros, e startups precisam recorrer a investidores estrangeiros","<p id="""">A classificação AI-first também é usada pela plataforma de dados Sling Hub para identificar startups da América Latina que possuem uma IA proprietária e receberam investimento neste ano.</p><p id="""">ForamUS$ 198 milhões em 54 rodadas de investimento em 2024 —o Brasil correspondeu por 55% desse total. O maior aporte do ano até agora nesse nicho foi o anunciado pela Traive.</p><p id="""">O investidor mais atuante no período foi a Indicator Capital, que participou de três rodadas, nas startups umgrauemeio, Cogtive e Neowrk.</p><p id="""">Gestora fundada em2014 com escritórios no Brasil e no Vale do Silício, ela nasceu voltada a empresas de ""deep tech"". A Indicator foi o primeiro veículo brasileiro a investir em uma startup de realidade virtual, com o aporte em 2017na Árvore, estúdio voltado a narrativas imersivas em jogos, lembra o cofundador da Indicator, Derek Bittar.<br><br>(Por:Artur Búrigo)<br><br><a href=""https://www1.folha.uol.com.br/tec/2024/04/ia-desafia-fundos-brasileiros-e-startups-precisam-recorrer-a-investidores-estrangeiros.shtml"">Read -&gt;</a></p>",2024-4-30,Folha de São Paulo,pt,https://www1.folha.uol.com.br/tec/2024/04/ia-desafia-fundos-brasileiros-e-startups-precisam-recorrer-a-investidores-estrangeiros.shtml,"AI challenges Brazilian funds, and startups need to turn to foreign investors","<p id="""">The AI-first rating is also used by data platform Sling Hub to identify Latin American startups that have proprietary AI and received investment this year.</p><p id="""">ForamUS $198 million in 54 investment rounds in 2024 — Brazil accounted for 55% of this total. The biggest contribution of the year so far in this niche was that announced by Traive.</p><p id="""">The most active investor in the period was Indicator Capital, which participated in three rounds, in the startups umgrauemeio, Cogtive and Neowrk .</p><p id="""">Manager founded in 2014 with offices in Brazil and Silicon Valley, it was born focused on ""deep tech"" companies. Indicator was the first Brazilian vehicle to invest in a virtual reality startup, with the investment in 2017 in Árvore, a studio focused on immersive narratives in games, recalls the co-founder of Indicator, Derek Bittar.<br><br>(By:Artur Búrigo)<br><br><a href=""https://www1.folha.uol.com.br/tec/2024/04/ia-desafia-fundos-brasileiros-e-startups-precisam-recorrer-a -foreign-investors.shtml"">Read -&gt;</a></p>"
Indicator capital lidera investimento de R$ 10 milhões na Neowrk para acelerar soluções de gestão inteligente do ambiente de trabalho,"<p id="""">A Neowrk, startup que desenvolveu uma tecnologia avançada e única de hardware,software e inteligência artificial para otimizar a gestão de espaços de trabalho, está recebendo o investimento de R$ 10 milhões em rodada liderada pela Indicator Capital com R$ 8 milhões, complementada pelos sócios atuais epelo investidor do mercado de Real Estate Daniel Cherman.</p><p id="""">Esse é o 10º aporte do Fundo Indicator 2 IoT, lançado em maio de 2021, e visa ajudara empresa a solucionar um desafio importante no ambiente corporativo: otimizar os investimentos e a ocupação do workplace, proporcionando ao mesmo tempo uma melhor experiência para as pessoas e performance para as empresas, com o apoio dos dados e tecnologia.</p><p id="""">A solução que a Neowrk oferece fica ainda mais em evidência a partir da mudança da configuração da jornada de trabalho nos últimos anos, acelerada pela pandemia, que se tornou mais flexível. A infraestrutura e os espaços corporativos são hoje uma das maiores despesas das companhias e, ao mesmo tempo, uma incógnita sobre o papel deles na rotina de trabalho. O gerenciamento inteligente com o menor custo possível e a melhor finalidade se tornou uma questão crítica.</p><p id="""">(Por: Thais Gebrim)</p><p><a href=""https://www.grupogestaorh.com.br/pt_br/publieditorial/8772-indicator-capital-lidera-investimento-de-r-10-milhoes-na-neowrk-para-acelerar-solucoes-de-gestao-inteligente-do-ambiente-de-trabalho"">Read -&gt;</a></p>",2024-2-29,Gestao RH,pt,https://www.grupogestaorh.com.br/pt_br/publieditorial/8772-indicator-capital-lidera-investimento-de-r-10-milhoes-na-neowrk-para-acelerar-solucoes-de-gestao-inteligente-do-ambiente-de-trabalho,Indicator capital leads investment of R$10 million in Neowrk to accelerate intelligent workplace management solutions,"<p id="""">Neowrk, a startup that developed an advanced and unique hardware, software and artificial intelligence technology to optimize workspace management, is receiving an investment of R$10 million in a round led by Indicator Capital with R$ 8 million, complemented by current partners and Real Estate market investor Daniel Cherman.</p><p id="""">This is the 10th contribution from the Indicator 2 IoT Fund, launched in May 2021, and aims to help company to solve an important challenge in the corporate environment: optimizing investments and workplace occupancy, while providing a better experience for people and performance for companies, with the support of data and technology.</p><p id ="""">The solution that Neowrk offers becomes even more evident due to the change in the configuration of working hours in recent years, accelerated by the pandemic, which has become more flexible. Infrastructure and corporate spaces are currently one of the biggest expenses for companies and, at the same time, an unknown question about their role in the work routine. Intelligent management with the lowest possible cost and best purpose has become a critical issue.</p><p id="""">(By: Thais Gebrim)</p><p><a href=""https:/ /www.grupogestaorh.com.br/pt_br/publieditorial/8772-indicator-capital-lider-investimento-de-r-10-milhoes-na-neowrk-para-acelerar-solucoes-de-gestao-inteligente-do-ambiente -de-work"">Read -&gt;</a></p>"
Brasileiros criam startup no Vale do Silício para combater desde assédio até fraudes financeiras em jogos online,"<h3 id="""">  <strong id="""">GamerSafer teve como primeiro cliente o Minecraft, jogo comprado pela Microsoft e que reúne 140 milhões de jogadores ativos</strong></h3><p id="""">SÃO PAULO – O mundo tem quase 3 bilhões de jogadores e eles serão responsáveis por movimentar US$ 175,8 bilhões apenas neste ano, de acordo com a consultoria especializada Newzoo. Mas os brasileiros Maria Oliveira e Rodrigo Tamellini estão de olho nos bastidores desses grandes números.</p><p id="""">Os empreendedores se mudaram ao Vale do Silício, região americana conhecida pela concentração de empresas de tecnologia, e criaram uma startup que combate um problema comum aos jogadores: interações sociais negativas e até mesmo criminosas.</p><p id="""">A GamerSafer trabalha com publicadoras de jogos para reconhecer identidades e evitar casos de aliciamento de menores, assédio, <em id="""">bullying</em>, intolerância religiosa, racismo, sexismo e fraudes financeiras. A startup teve um primeiro cliente de peso: o Minecraft, jogo comprado pela Microsoft e que tem 140 milhões de jogadores ativos, segundo o site de estatísticas Statista.</p><p id=""""><a href=""https://indicator.capital/2021/07/25/GSF/Infomoney"" target=""_blank"" id="""">Continue lendo</a></p>",2021-7-25,Infomoney,pt,https://indicator.capital/2021/07/25/GSF/Infomoney,Brazilians create startup in Silicon Valley to combat everything from harassment to financial fraud in online games,"<h3 id=""""> <strong id="""">GamerSafer's first client was Minecraft, a game purchased by Microsoft and which has 140 million active players</strong></h3><p id="""">ARE PAULO – The world has almost 3 billion players and they will be responsible for generating US$175.8 billion this year alone, according to specialized consultancy Newzoo. But Brazilians Maria Oliveira and Rodrigo Tamellini are keeping an eye behind the scenes of these big numbers.</p><p id="""">The entrepreneurs moved to Silicon Valley, an American region known for its concentration of technology companies, and created a startup that combats a common problem for gamers: negative and even criminal social interactions.</p><p id="""">GamerSafer works with game publishers to recognize identities and prevent cases of grooming of minors, harassment, <em id="""">bullying</em>, religious intolerance, racism, sexism and financial fraud. The startup had a first major client: Minecraft, a game purchased by Microsoft and which has 140 million active players, according to statistics website Statista.</p><p id=""""><a href=""https: //indicator.capital/2021/07/25/GSF/Infomoney"" target=""_blank"" id="""">Continue reading</a></p>"
Projetos brasileiros investidos pela Lenovo premiados no AI for Good Global Summit,"<p id="""">Este ano, projetos brasileiros estão brilhando nas premiações do AI for Good Global Summit, um evento organizado pela Organização das Nações Unidas (ONU), em conjunto com a International Telecommunication Union (ITU). O objetivo é promover a Inteligência Artificial como mecanismo de melhorar áreas como saúde, clima, equidade de gênero, prosperidade inclusiva, infraestrutura sustentável e outras iniciativas globais de desenvolvimento. A Cerimônia de premiação ocorrerá na Conferência Mundial de Inteligência Artificial, de 4 a 5 de julho de 2024, em Xangai, China.</p><p id="""">O projeto de tradutor de Libras (foto), liderado pelo time de Pesquisa e Desenvolvimento da Lenovo no Brasil, levou o prêmio da categoria Innovate for Impact Use em Genebra, na Suíça, em maio. Em junho o projeto também foi premiado no Best innovative AI Solution Award pelo WAIC de Xangai. O tradutor, por meio de uma tecnologia proprietária de IA, é capaz de identificar visualmente e contextualizar gestos individuais transformando-os em mensagens de texto e áudio, em português e de forma simultânea.</p><p id="""">Já a umgrauemeio, climatech brasileira investida pela Lenovo no Brasil por meio da gestora em deep-tech Indicator Capital, levou o prêmio de Melhor Impacto Ambiental com o caso de sucesso Abrace a Floresta. A equipe irá apresentar o projeto Pantera, um software para a gestão integrada de incêndios florestais que oferece módulos que incluem análise de risco, detecção instantânea através de inteligência artificial e monitoramento por câmeras, além de detecção por satélites. O sistema também abrange a gestão de brigadas e a análise de impacto, proporcionando uma solução completa para a prevenção e resposta à incêndios florestais.</p><p id=""""><a href=""https://inforchannel.com.br/2024/07/02/projetos-brasileiros-investidos-pela-lenovo-premiados-no-ai-for-good-global-summit/"">Read -&gt;</a></p><p id="""">‍</p>",2024-7-2,Inforchannel,pt,https://inforchannel.com.br/2024/07/02/projetos-brasileiros-investidos-pela-lenovo-premiados-no-ai-for-good-global-summit/,Brazilian projects invested by Lenovo awarded at the AI ​​for Good Global Summit,"<p id="""">This year, Brazilian projects are shining in the awards at the AI ​​for Good Global Summit, an event organized by the United Nations (UN), together with the International Telecommunication Union (ITU). The objective is to promote Artificial Intelligence as a mechanism to improve areas such as health, climate, gender equity, inclusive prosperity, sustainable infrastructure and other global development initiatives. The award ceremony will take place at the World Conference on Artificial Intelligence, from July 4th to 5th, 2024, in Shanghai, China.</p><p id="""">The Libras translator project (photo), led by the team of Lenovo Research and Development in Brazil, won the award in the Innovate for Impact Use category in Geneva, Switzerland, in May. In June, the project was also awarded the Best innovative AI Solution Award by WAIC in Shanghai. The translator, through proprietary AI technology, is capable of visually identifying and contextualizing individual gestures, transforming them into text and audio messages, in Portuguese and simultaneously.</p><p id="""">Now umgrauemeio, a Brazilian climatetech invested by Lenovo in Brazil through the deep-tech manager Indicator Capital, won the award for Best Environmental Impact with the success story Embrace the Forest. The team will present the Pantera project, software for the integrated management of forest fires that offers modules that include risk analysis, instant detection through artificial intelligence and camera monitoring, in addition to satellite detection. The system also covers brigade management and impact analysis, providing a complete solution for preventing and responding to forest fires.</p><p id=""""><a href=""https://inforchannel.com .br/2024/07/02/projetos-brasileiros-investidos-pela-lenovo-premiados-no-ai-for-good-global-summit/"">Read -&gt;</a></p><p id ="""">‍</p>"
Uma nova era na gestão inteligente do Workplace: Neowrk recebe aporte de R$10 milhões,"<p id="""">A Neowrk, startup que desenvolveu uma tecnologia avançada e única de hardware, software e inteligência artificial para otimizar a gestão de espaços de trabalho, está recebendo o investimento de R$ 10 milhões em rodada liderada pela Indicator Capital com R$ 8 milhões, complementada pelos sócios atuais e pelo investidor do mercado de Real Estate Daniel Cherman.</p><p id="""">“Conheçoo Flávio já há uns 4 ou 5 anos. Acompanho o desenvolvimento da Neowrk nesse período. Com a pandemia e a transformação do mercado imobiliário de escritórios, percebi que esse é um produto que está bem em linha com o futuro do mercado. E juntou uma equipe muito forte de conhecedores de Real Estate coma equipe de tecnologia, os investidores de tecnologia. Então, estou muito contente em poder colaborar, ajudar nesse desenvolvimento”, afirma Cherman,investidor e ex-CEO da Tishman Speyer no Brasil.</p><p id="""">Este é o 10º aporte do Fundo Indicator 2 IoT, lançado em maio de 2021, e visa ajudara empresa a solucionar um desafio importante no ambiente corporativo: otimizar os investimentos e a ocupação do Workplace, proporcionando ao mesmo tempo uma melhor experiência para as pessoas e performance para as empresas, com o apoio dos dados e tecnologia.</p><p id="""">(Por: Léa Lobo)</p><p><a href=""https://infrafm.com.br/Textos/0/23550/Uma-nova-era-na-gestao-inteligente-do-Workplace-Neowrk-recebe-aporte-de-RS10-milhoes"">Read -&gt;</a></p>",2024-2-29,Infrafm,pt,https://infrafm.com.br/Textos/0/23550/Uma-nova-era-na-gestao-inteligente-do-Workplace-Neowrk-recebe-aporte-de-RS10-milhoes,A new era in intelligent Workplace management: Neowrk receives investment of R$10 million,"<p id="""">Neowrk, a startup that developed an advanced and unique hardware, software and artificial intelligence technology to optimize workspace management, is receiving an investment of R$10 million in a round led by Indicator Capital with R$ 8 million, complemented by current partners and Real Estate market investor Daniel Cherman.</p><p id="""">“I've known Flávio for about 4 or 5 years. I followed the development of Neowrk during this period. With the pandemic and the transformation of the office real estate market, I realized that this is a product that is well in line with the future of the market. And he brought together a very strong team of Real Estate experts with the technology team, technology investors. So, I am very happy to be able to collaborate, help in this development”, says Cherman, investor and former CEO of Tishman Speyer in Brazil.</p><p id="""">This is the 10th contribution from the Indicator 2 IoT Fund, launched in May 2021, and aims to help companies solve an important challenge in the corporate environment: optimizing investments and Workplace occupancy, at the same time providing a better experience for people and performance for companies, with the support of data and technology.</p><p id="""">(By: Léa Lobo)</p><p><a href=""https://infrafm.com.br/Textos/0/23550/Uma-nova -era-na-gestao-intelligent-do-Workplace-Neowrk-receives-aporte-de-RS10-milhoes"">Read -&gt;</a></p>"
Hay un auge de fondos de inversión de riesgo para startups de Argentina y la región: claves de este boom,"<h3 id="""">  <strong id="""">Surgieron en lo que va del año nuevos vehículos de inversión en Argentina y la región. ¿Qué pueden hacer los argentinos para capturar parte de ese capital?</strong></h3><p id="""">Parece mentira cuando uno lo mira desde la Argentina, donde la inversión privada no abunda, pero en la región están surgiendo nuevos fondos de inversión semilla o de riesgo que apuntan a potenciar startups latinoamericanas en etapas iniciales o tempranas.</p><p id="""">Un reciente estudio del área Deal Advisory de KPMG Argentina mostró que la financiación de capital de riesgo global aumentó 4%, a 300.000 millones de dólares en 2020, y el capital se enfocó en industrias como la salud, educación, finanzas y comercio minorista, que migraron sus ofertas de servicios en línea como resultado de la pandemia global.</p><p id="""">Algo similar pasó en Latinoamérica, que llegó a tener este año más de 30 empresas ""unicornio"" (valuadas en más de mil millones de dólares), de las cuales muchas son Argentinas. KPMG sitúa en 100.000 millones el valor generado por el ecosistema local de empresas como Mercadolibre, Globant, Auth0, Ualá, Despegar, Technisys, Mural, Aleph Holding, Vercel, Bitfarms y Tiendanube.</p><p id="""">Es conocido el hecho de que, a pesar del exitoso ""track record"" de los unicornios locales, los emprendedores argentinos suelen tener que ir hasta mercados más consolidados a buscar fondos frescos para escalar sus ideas. Y combinator, SoftBank, Kaszek y recientemente Sequoia –que volvió a invertir en la región para potenciar a la fintech Pomelo- son los que suelen mover la aguja con fuertes fichas en esta zona del globo.</p><p id=""""><a href=""https://www.iprofesional.com/management/345670-por-que-hay-un-boom-de-inversiones-en-startups-de-argentina"" target=""_blank"" id="""">Sigue leyendo</a></p>",2021-8-19,Iprofessional,es,https://www.iprofesional.com/management/345670-por-que-hay-un-boom-de-inversiones-en-startups-de-argentina,There is a boom in risk investment funds for startups in Argentina and the region: keys to this boom,"<h3 id=""""> <strong id="""">New investment vehicles emerged last year in Argentina and the region. What can Argentines do to capture part of this capital?</strong></h3><p id="""">It seems like a lie when one sees it from Argentina, where private investment is not abundant, but in the region it is there New investment funds emerging without risk or risk that aim to boost Latin American startups in early or early stages.</p><p id="""">A recent study of the Deal Advisory area of ​​KPMG Argentina showed that risk capital financing Global growth increased 4% to 300,000 million dollars in 2020, and capital was focused on industries such as health, education, finance and minority trade, which migrated their service offerings online as a result of the global pandemic.</p> <p id="""">Something similar happened in Latin America, which led to having this year more than 30 ""unicorn"" companies (valued at more than a thousand million dollars), of which many are Argentine. KPMG sits at 100,000 million in the value generated by the local ecosystem of companies such as Mercadolibre, Globant, Auth0, Ualá, Despegar, Technisys, Mural, Aleph Holding, Vercel, Bitfarms and Tiendanube.</p><p id="""">Es I know that, despite the successful ""track record"" of local unicorns, Argentine entrepreneurs often have to go to more consolidated markets to look for fresh funds to scale their ideas. Y combinator, SoftBank, Kaszek and recently Sequoia – which turned to investing in the region to boost fintech Pomelo – are the ones that suelen move the needle with strong chips in this area of ​​the globe.</p><p id="""" ><a href=""https://www.iprofesional.com/management/345670-por-que-hay-un-boom-de-inversiones-en-startups-de-argentina"" target=""_blank"" id="" "">Continue reading</a></p>"
"Boom de inversiones en startups: qué factores evalúan los fondos, además de la oportunidad de negocio","<p id="""">  <strong id=""""><em id="""">Qué deben hacer los emprendedores argentinos para captar parte de la enorme cantidad de capital disponible y qué nuevas métricas utiliza el venture capital</em></strong></p><p id="""">A esta Argentina en recesión, con cepo a la compra de dólares y alta presión impositiva, le pronosticaron el <strong id="""">""fin de las inversiones""</strong> en más de una ocasión.</p><p id="""">Es cierto que la historia pegó un timonazo, y que salir a buscar capital al mundo viniendo de la Argentina no es lo que solía ser. Hubo una época en la que parecía que este mercado era la ""fábrica"" de los unicornios latinoamericanos, como se conoce a las empresas que superan las valuaciones de mil millones de dólares. Pero Brasil y México han superado esa reputación ampliamente.</p><p id="""">Ahora las <strong id="""">startups argentinas mudan su headquarter</strong> a Montevideo, San Francisco o incluso Miami o México, desde donde les resulta más sencillo fondearse. O directamente se <strong id="""">fundan jurídicamente en el exterior</strong> aunque tengan en la Argentina a todo su equipo, ya que encuentran aquí al talento que necesitan y a un valor mucho menor en dólares de lo que cuesta pagar los sueldos de profesionales de la región.</p><p id="""">Así y todo solo este año fueron varias las compañías que lograron sumarse a ese selecto club de los unicornios ""Made in Argentina"", como Ualá, Bitfarms y Tiendanube. Y muchas otras startup locales también recibieron fuertes inyecciones de capital semilla, como <a href=""https://www.iprofesional.com/management/343886-esta-startup-argentina-crece-de-la-mano-del-ceo-de-mercado-libre"" target=""_blank"" id="""">Frizata</a>, <a href=""https://www.iprofesional.com/management/344666-empleo-startup-local-recibio-usd-135-millones-y-busca-personal"" target=""_blank"" id="""">Coderhouse</a>, Pomelo o <a href=""https://www.iproup.com/startups/24355-la-empresa-argentina-vu-recibe-inversion-millonaria"" target=""_blank"" id="""">VU Security</a>.</p><p id=""""> En los últimos meses parece que no pasa una semana sin un anuncio de este tipo y no se trata solo de las oportunidades de negocio que ofrece esta Argentina devaluada. De hecho, la Asociación de Inversión de Capital Privado de Latinoamérica (LAVCA) calcula que en<strong id=""""> 2021 se batirá un nuevo récord </strong>de desembolsos de capital de riesgo en empresas de la región, con <strong id="""">6,2 billones de dólares </strong>como pronóstico. El record anterior fue en 2019 y se ubicó bastante más abajo, con 4,6 billones de dólares.</p><p id=""""><a href=""https://www.iprofesional.com/management/346909-startups-que-evaluan-los-fondos-antes-de-invertir"" id="""">Sigue leyendo</a></p>",2021-9-6,Iprofessional,en,https://www.iprofesional.com/management/346909-startups-que-evaluan-los-fondos-antes-de-invertir,"Investment boom in startups: what factors evaluate the funds, in addition to the business opportunity","<p id=""""> <strong id=""""><em id="""">What do Argentine entrepreneurs need to do to capture part of the enormous amount of capital available and what new metrics use venture capital</em>< /strong></p><p id="""">This Argentina is in recession, I think about the purchase of dollars and high tax pressure, it is ready for the <strong id="""">""end of the inversions""</ strong> on more than one occasion.</p><p id="""">It is certain that the story took a turn for the worse, and that going out to look for capital in the world coming from Argentina is not what it could only be. There was a time when it seemed that this market was the ""factory"" of Latin American unicorns, as we know of companies that surpassed valuations of a thousand million dollars. But Brazil and Mexico have largely surpassed this reputation.</p><p id="""">Now the <strong id="""">Argentine startups move their headquarter</strong> to Montevideo, San Francisco or even Miami or Mexico, from where they result in more sencillo fondearse. Or directly if <strong id="""">fundan legally abroad</strong> even if you have in Argentina all your team, which will find here the talent you need and at a much lower value in dollars than what you have to pay for them numbers of professionals from the region.</p><p id="""">Así y todo solo this year there were several companies that managed to join this select club of unicorns ""Made in Argentina"", such as Ualá, Bitfarms and Tiendanube . And many other local startups also received strong capital injections, such as <a href=""https://www.iprofesional.com/management/343886-esta-startup-argentina-crece-de-la-mano-del-ceo -de-mercado-libre"" target=""_blank"" id="""">Frizata</a>, <a href=""https://www.iprofesional.com/management/344666-empleo-startup-local-recibio- usd-135-millones-y-busca-personal"" target=""_blank"" id="""">Coderhouse</a>, Pomelo o <a href=""https://www.iproup.com/startups/24355-la -empresa-argentina-vu-recibe-inversion-millonaria"" target=""_blank"" id="""">VU Security</a>.</p><p id=""""> In the last few months it seems that nothing has happened week without an announcement of this type and it is not just about the business opportunities that this undervalued Argentina offers. Today, the Latin American Private Capital Investment Association (LAVCA) calculates that in 2021 a new record will be set for risk capital disbursements in companies in the region, with id="""">6.2 billion dollars</strong>as a prediction. The previous record was in 2019 and was set much lower, with 4.6 billion dollars.</p><p id=""""><a href=""https://www.iprofesional.com/management/346909 -startups-que-evaluan-los-fondos-before-invertir"" id="""">Follow reading</a></p>"
